,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,prediction
1195,676,0,43,2,0.0,1,1,1,55119.53,0.18353258
9050,667,1,33,9,124573.33,2,0,0,683.37,0.0959568
879,518,0,45,9,105525.65,2,1,1,73418.29,0.070787
6989,700,0,36,4,0.0,2,1,0,130789.15,0.03359727
2487,710,0,32,3,0.0,1,1,0,94790.34,0.2577484
2840,528,1,40,4,0.0,2,1,0,25399.7,0.052127965
4329,748,1,60,3,0.0,2,1,1,78194.37,0.050146352
2930,663,1,42,7,115930.87,1,1,0,19862.78,0.31051835
6424,743,1,43,5,0.0,2,0,0,113079.19,0.033248413
2485,753,0,38,6,142263.45,1,0,1,33730.43,0.32968435
5747,542,1,34,8,108653.93,1,0,1,144725.14,0.11704534
883,643,0,45,4,45144.43,1,1,0,60917.24,0.5891531
4914,734,0,47,10,91522.04,2,1,1,138835.91,0.34141278
6210,522,1,30,3,0.0,2,1,0,145490.85,0.029754795
9578,662,1,34,2,117731.79,2,0,1,55120.79,0.034904685
211,603,1,31,8,0.0,2,1,1,169915.02,0.029754795
2275,550,0,48,6,0.0,2,1,1,191870.28,0.049236543
2328,706,1,29,2,0.0,2,1,1,18255.51,0.030059807
4950,628,0,45,6,53667.44,1,1,0,115022.94,0.39712486
3319,430,1,35,1,118894.22,1,0,0,2923.61,0.08158719
9834,516,0,46,6,62212.29,1,0,1,171681.86,0.74432313
4607,653,1,51,3,0.0,1,1,0,170426.65,0.8874628
1438,504,1,56,9,104217.3,1,0,0,55857.48,0.79939085
467,816,0,38,5,130878.75,3,1,0,71905.77,0.9579002
5466,850,1,32,3,137714.25,1,0,1,159403.68,0.06003026
3329,850,0,43,3,0.0,2,0,0,2465.8,0.09071902
5828,709,0,37,8,0.0,3,1,0,71738.56,0.42196926
8607,602,1,38,2,71667.97,2,0,0,137111.89,0.04927016
696,445,1,62,1,64119.38,1,1,1,76569.64,0.11916303
7267,507,1,31,9,111589.67,1,1,0,150037.19,0.25136894
9144,818,1,43,10,105301.5,1,1,1,78941.59,0.2780397
8180,744,1,42,1,112419.92,1,1,1,83022.92,0.18154031
9938,526,0,36,5,91132.18,1,0,0,58111.71,0.20895356
1314,675,1,54,2,0.0,1,1,0,149583.67,0.9339661
2301,676,0,61,8,0.0,2,1,1,118522.73,0.057795186
2039,579,0,64,6,145215.43,1,1,1,164083.72,0.13535017
7108,806,0,37,2,137794.18,2,0,1,75232.02,0.15329605
3666,701,0,21,9,0.0,2,1,1,26327.42,0.034110352
914,569,1,35,10,124525.52,1,1,1,193793.78,0.13086677
12,476,0,34,10,0.0,2,1,0,26260.98,0.046735153
8583,591,0,38,2,142289.28,1,0,1,119638.85,0.12844563
6427,746,1,37,2,0.0,2,1,0,143194.05,0.03891144
1536,838,0,34,8,0.0,2,1,0,27472.07,0.031428054
736,816,1,67,6,151858.98,1,1,1,72814.31,0.08350799
8201,718,0,49,10,82321.88,1,0,1,11144.4,0.40867665
8652,774,0,43,1,110646.54,1,0,0,108804.28,0.2986044
453,590,0,44,3,139432.37,1,1,0,62222.81,0.5384371
4345,720,1,46,3,97042.6,1,1,1,133516.51,0.3649568
927,639,1,38,5,130170.82,1,1,1,149599.62,0.08127756
6291,563,1,24,7,0.0,2,0,0,16319.56,0.029658247
8281,567,1,40,8,28649.64,1,1,1,95140.62,0.14361179
8722,621,1,35,7,87619.29,1,1,0,143.34,0.09312181
6473,798,1,22,8,0.0,2,1,0,107615.43,0.04307629
37,804,1,33,7,76548.6,1,0,1,98453.45,0.043232676
5770,631,1,51,8,100654.8,1,1,0,171587.9,0.79896027
2554,756,1,30,2,145127.85,1,0,0,7554.68,0.21478131
7632,736,1,43,4,202443.47,1,1,0,72375.03,0.7752562
9998,772,1,42,3,75075.31,2,1,0,92888.52,0.06664367
6620,732,1,36,5,0.0,2,1,0,161428.25,0.030185916
940,710,1,35,1,106518.52,1,1,1,127951.81,0.059942264
7398,453,0,40,1,111524.49,1,1,1,120373.84,0.47815785
6128,819,1,35,1,0.0,2,0,1,3385.04,0.030059807
9829,584,1,38,1,115341.55,1,0,1,173632.92,0.06637058
2680,625,0,39,5,0.0,2,1,0,32615.21,0.09750309
4354,558,1,45,4,0.0,1,1,0,131807.14,0.6386851
3058,680,0,58,8,0.0,2,1,1,65708.5,0.038811363
7880,744,0,38,9,0.0,2,0,0,20940.76,0.09039677
738,725,1,46,6,0.0,2,1,0,161767.38,0.047719922
538,564,0,62,5,114931.35,3,0,1,18260.98,0.9667526
3325,527,0,32,7,0.0,2,1,1,44099.75,0.030375384
4239,636,0,39,3,118336.14,1,1,0,184691.77,0.31794164
1400,684,0,27,9,122550.05,2,0,1,137835.82,0.072969764
4046,650,1,37,9,0.0,2,1,0,17974.08,0.030975692
5137,698,0,51,6,144237.91,4,1,0,157143.61,0.9466157
4229,592,0,34,9,0.0,2,1,1,20460.2,0.030375384
4191,679,1,36,1,97234.58,1,1,0,188997.08,0.25413093
9142,494,0,35,9,112727.06,2,1,0,183752.91,0.20084304
5538,717,0,28,9,82498.14,2,0,0,40437.67,0.048417185
2692,751,1,31,8,0.0,2,0,0,17550.49,0.030059807
5340,680,1,42,0,0.0,1,1,0,136377.21,0.26773176
9917,635,1,53,8,117005.55,1,0,1,123646.57,0.517866
7670,576,0,29,5,108541.04,1,1,1,126469.09,0.16494535
9173,673,1,43,8,127132.96,1,0,1,6009.27,0.27724856
1807,818,0,49,2,0.0,1,0,1,192298.84,0.44676614
5111,642,1,26,1,138023.79,2,0,1,117060.2,0.034904685
3989,666,1,30,7,109805.3,1,0,1,163625.56,0.07411223
3455,842,1,29,8,0.0,2,1,1,123437.05,0.029754795
2907,539,0,22,0,100885.93,2,1,1,38772.65,0.048231125
6651,600,1,46,10,95502.21,1,0,0,19842.18,0.65350467
8287,725,0,36,1,118851.05,1,1,1,102747.02,0.11247497
6244,670,0,20,4,0.0,2,1,0,119759.24,0.02912727
2697,723,1,48,7,0.0,2,1,1,150694.58,0.033597253
4016,480,1,40,6,148790.61,1,0,1,79329.7,0.34822842
4339,559,0,43,1,0.0,2,1,1,196645.87,0.046432775
4645,522,0,34,3,0.0,2,1,1,3894.34,0.046085462
7739,724,1,41,5,0.0,1,0,1,115753.94,0.2856411
7091,600,1,53,7,106261.63,1,1,0,93629.66,0.3902771
4692,602,1,30,9,113672.18,2,0,0,102135.92,0.045115527
1739,715,1,23,7,139224.92,2,1,0,65057.71,0.034136772
5406,516,0,47,6,109387.33,1,0,0,121365.45,0.3424507
4588,422,1,41,6,153238.88,1,1,0,11663.09,0.37375578
3125,736,0,26,4,135889.13,1,1,1,165692.03,0.14840233
2157,744,0,44,3,0.0,2,1,1,189016.14,0.03757104
5333,717,1,33,1,99106.73,1,0,0,194467.23,0.13869257
8636,601,1,46,2,99786.07,1,1,1,32683.88,0.50345016
1825,770,1,45,4,110765.68,1,1,0,26163.74,0.5432628
4230,670,0,41,10,0.0,3,1,0,81602.02,0.75417453
3487,671,0,31,7,41299.03,1,0,1,102681.32,0.169843
9053,732,0,35,3,0.0,2,1,0,90876.95,0.03675691
9768,714,1,54,4,137986.58,2,0,1,51308.54,0.50143075
3647,729,1,67,2,94203.8,1,0,1,102391.06,0.22246984
5902,694,1,40,9,0.0,2,1,0,40463.03,0.0426762
6385,606,0,32,1,106301.85,2,0,1,59061.25,0.041530635
5638,729,0,38,7,0.0,2,0,0,45779.9,0.13843143
6423,652,1,41,8,115144.68,1,1,0,188905.43,0.39476797
7826,648,0,51,2,116574.84,1,1,0,4121.04,0.4228759
7743,777,1,35,7,122917.69,1,1,1,76169.68,0.046613336
3012,849,0,41,9,115465.28,1,1,0,103174.5,0.2506573
7671,405,1,39,10,0.0,1,1,0,160810.85,0.6079345
9548,569,1,43,7,0.0,2,1,0,52534.81,0.07642606
9977,683,0,32,9,0.0,2,1,1,24991.92,0.034110352
3080,468,1,28,3,0.0,2,1,0,170661.02,0.1314575
3520,554,0,43,10,0.0,2,1,0,149629.13,0.19219577
4978,540,1,35,7,127801.88,1,0,1,84239.46,0.06961191
7619,547,0,32,2,0.0,2,1,0,132002.83,0.03428047
4347,615,1,24,8,108528.07,2,0,0,179488.41,0.31372273
8440,663,0,33,8,96769.04,1,1,1,36864.05,0.14457892
1346,643,1,30,5,94443.77,1,1,1,165614.4,0.0629726
7087,675,0,35,8,155621.08,1,0,1,35177.31,0.07539507
8947,701,0,43,2,160416.56,1,0,1,37266.43,0.18300067
5651,521,0,61,0,125193.96,1,1,1,109356.53,0.37137008
8081,569,1,30,6,106629.49,1,0,1,44114.88,0.089949794
1791,702,0,35,8,14262.8,2,1,0,54689.16,0.19559537
7428,503,1,32,9,100262.88,2,1,1,157921.25,0.045639373
9579,821,1,45,0,135827.33,2,1,1,131778.58,0.6372169
9959,764,1,38,4,113607.47,1,1,0,91094.46,0.14735317
2270,538,0,38,8,88758.95,2,0,0,28226.15,0.062603325
9766,800,1,39,4,95252.72,1,1,0,13906.34,0.13557823
2955,577,0,46,1,0.0,1,1,1,158750.53,0.7190029
3443,597,0,46,4,0.0,2,1,0,58667.16,0.1492532
7735,543,1,41,6,143350.41,1,1,1,192070.16,0.17112438
833,634,1,37,3,111432.77,2,1,1,167032.49,0.096878394
6498,613,0,27,5,125167.74,1,1,0,199104.52,0.1584379
2991,584,1,49,8,172713.44,1,1,0,113860.81,0.2685822
7792,590,1,40,8,0.0,2,1,0,62933.03,0.06685086
2150,668,1,38,10,86977.96,1,0,1,37094.75,0.13720582
4022,680,1,44,0,129974.79,2,1,1,33391.38,0.45544502
7614,749,1,37,7,0.0,2,1,0,20306.79,0.030975692
6123,465,0,33,6,0.0,2,1,1,95500.98,0.05939904
3338,688,0,24,3,0.0,2,1,1,102195.16,0.071853794
4343,549,1,54,5,92877.33,1,1,0,2619.64,0.8566047
4463,850,0,70,1,96947.58,3,1,0,62282.99,0.81355524
2375,815,0,39,6,0.0,1,1,1,85167.88,0.14806552
9043,727,1,39,5,80615.46,2,0,0,180962.32,0.055554677
5570,569,1,35,2,109196.66,3,1,0,109393.19,0.92654246
8598,678,0,49,1,0.0,2,1,1,102472.9,0.03552897
8503,559,0,48,2,0.0,2,0,1,137961.41,0.047210917
8879,809,1,43,2,0.0,2,1,1,132908.07,0.054134138
1886,667,1,39,7,167557.12,1,1,1,41183.02,0.044206627
1197,590,0,34,6,0.0,2,1,0,171021.44,0.02912727
6426,743,1,45,7,157332.26,1,1,0,125424.42,0.24432354
8910,657,0,48,5,143595.87,1,0,0,101314.65,0.7530929
2935,687,1,35,8,100988.39,2,1,0,22247.27,0.041871373
6341,807,0,40,1,134590.21,1,1,1,46253.65,0.12077367
1429,601,0,26,8,78892.23,1,1,1,23703.52,0.14199898
6306,773,1,33,9,0.0,2,1,1,1118.31,0.037222482
3649,597,1,41,4,153198.23,1,1,1,92090.36,0.11354369
1937,701,1,30,3,156660.72,2,1,0,45742.42,0.058708955
5171,537,1,39,2,0.0,2,1,1,137651.6,0.029642263
7763,614,0,36,1,44054.84,1,1,1,73329.08,0.3570959
6392,611,0,28,3,96381.68,2,1,0,181419.29,0.047571026
1153,755,0,45,7,135643.0,1,0,0,143619.52,0.43077636
6249,705,0,48,0,0.0,2,0,0,149772.61,0.07187485
7036,540,1,37,3,129965.18,1,0,0,19374.08,0.18070233
4228,740,0,37,9,0.0,2,1,1,73225.31,0.07673767
4974,638,0,55,2,155828.22,1,0,1,108987.25,0.43716633
6400,676,0,30,5,0.0,2,0,0,179066.58,0.02912727
3639,680,0,48,8,115115.38,1,1,0,139558.6,0.7855518
3971,685,1,40,7,74896.92,1,1,0,198694.2,0.33576193
9593,738,0,67,1,130652.52,1,0,1,22762.23,0.65884113
3375,777,0,58,4,0.0,1,1,1,62449.07,0.47205904
2486,683,0,36,7,0.0,2,1,0,104786.59,0.034964923
6953,574,1,35,5,163856.76,1,1,1,15118.2,0.043504186
605,601,1,29,9,0.0,1,1,1,80393.27,0.16774967
7443,634,0,24,2,87413.19,1,1,0,63340.65,0.11066623
5927,577,0,43,3,127940.47,1,0,0,125140.72,0.39595553
2453,783,0,59,9,126224.87,1,1,1,4423.63,0.4191345
3608,677,0,36,7,0.0,1,1,0,47318.75,0.25472453
1483,850,1,36,1,104077.19,2,0,1,68594.0,0.16867438
4518,850,0,29,7,0.0,2,1,0,23237.25,0.031428054
3037,693,1,21,1,0.0,2,1,1,3494.02,0.030059807
9351,718,1,63,7,123204.88,1,1,1,100538.8,0.15276924
7691,568,0,38,3,132951.92,1,0,1,124486.28,0.11542767
4115,580,0,23,5,113923.81,2,0,0,196241.43,0.14534521
1426,591,0,39,4,150500.64,1,1,0,14928.8,0.46385714
496,622,0,32,6,169089.38,2,1,0,101057.95,0.073443696
3352,591,1,40,2,99886.42,2,1,1,88695.19,0.14866687
8793,537,1,66,8,103291.25,2,1,1,130664.79,0.15231653
758,633,0,37,9,156091.97,1,1,0,72008.61,0.22947821
837,686,0,56,5,111642.08,1,1,1,80553.87,0.3532454
4326,714,1,27,3,0.0,3,1,1,129130.09,0.14849944
2127,710,1,34,9,134260.36,2,1,0,147074.67,0.036792964
1022,547,0,48,1,179380.74,2,0,1,69263.1,0.38335148
8761,634,1,63,10,0.0,2,1,0,30772.86,0.40756616
5613,604,0,32,7,127849.38,1,1,0,15798.7,0.13674957
5580,616,1,30,2,0.0,2,1,0,199099.51,0.037082423
1057,581,0,47,1,122949.14,1,0,0,180251.68,0.9101837
9541,603,1,38,8,59360.77,1,1,1,191457.06,0.25041443
6855,622,1,41,2,127087.06,1,1,0,102402.91,0.24794354
7348,448,1,25,2,0.0,2,0,0,95215.73,0.040581312
9044,560,1,47,1,0.0,1,0,0,128882.66,0.8408789
2128,743,1,37,8,69143.91,2,0,1,105780.18,0.109134026
2766,705,1,30,1,0.0,1,1,1,181300.32,0.065959945
2108,593,1,74,5,161434.36,2,1,1,65532.17,0.079723746
3616,798,0,60,6,96956.1,1,1,0,31907.44,0.9363762
1544,520,1,43,7,0.0,2,1,1,36202.74,0.052899208
6913,564,0,36,7,206329.65,1,1,1,46632.87,0.2141482
1718,648,1,32,8,0.0,1,1,0,133653.38,0.11940067
7434,638,1,35,1,0.0,2,1,0,165370.66,0.029754795
7364,671,0,34,5,164757.56,1,1,0,110748.88,0.110284306
6234,540,1,37,6,0.0,2,1,0,141998.89,0.050624624
724,694,1,36,3,97530.25,1,1,1,117140.41,0.05817153
6672,827,0,35,0,0.0,2,0,1,184514.01,0.17009747
8028,763,1,37,8,0.0,2,1,1,933.38,0.030975692
5491,580,0,36,6,145387.32,2,1,1,169963.2,0.07344645
1127,549,0,45,3,143734.01,2,1,1,96404.38,0.18298076
2956,792,1,30,8,0.0,2,1,0,199644.2,0.037082423
5155,713,0,42,3,0.0,2,0,0,82565.01,0.06664222
4816,600,1,29,8,0.0,2,0,1,34747.43,0.029658247
6201,612,1,41,5,0.0,3,0,0,151256.22,0.6993133
6223,694,1,32,0,91956.49,1,1,1,59961.81,0.05314531
8685,772,1,43,6,0.0,2,1,1,57675.88,0.04031665
7113,733,0,24,3,161884.99,1,1,1,9617.24,0.047201212
5274,622,1,43,8,0.0,2,1,0,100618.17,0.15336739
8535,597,1,43,2,85162.26,1,0,1,5104.08,0.21189918
3043,636,0,38,1,0.0,1,1,0,45015.38,0.3932371
6911,705,0,54,3,125889.3,3,1,0,96013.5,0.96554273
149,416,1,32,0,0.0,2,0,1,878.87,0.042573974
7573,481,0,37,8,0.0,2,1,0,44215.86,0.059772335
4205,565,0,38,5,126645.13,1,1,1,168303.55,0.14746124
5492,712,1,35,7,124616.23,1,1,1,69320.97,0.050228033
2689,414,1,38,8,0.0,1,0,1,77661.12,0.3578317
4220,589,0,45,1,0.0,1,0,0,125939.22,0.5268593
9101,597,1,38,6,115702.67,2,1,1,25059.05,0.09001611
841,818,0,31,1,186796.37,1,0,0,178252.63,0.68221074
8136,716,0,38,1,0.0,2,1,1,99661.46,0.07176447
6437,623,0,37,4,140211.88,1,1,1,93832.33,0.12968332
9699,763,0,23,2,0.0,2,1,0,153983.99,0.03428047
6199,449,0,33,8,0.0,2,0,0,156792.89,0.18431923
2794,646,1,52,8,59669.43,1,0,0,172495.81,0.89399374
7625,598,1,19,3,150348.37,1,1,1,173784.04,0.03815103
8474,721,0,33,4,72535.45,1,1,1,103931.49,0.06064036
7889,600,1,57,9,138456.03,2,1,1,103548.25,0.22022907
6607,673,0,41,9,98612.1,1,1,0,151349.35,0.26299828
9194,613,1,40,7,124339.9,1,0,0,193309.58,0.26354313
8247,505,0,25,5,114268.85,2,1,1,126728.27,0.063169785
1392,794,1,45,8,88656.37,2,1,0,116547.31,0.13901782
1921,658,0,35,5,126397.66,1,0,0,156361.58,0.12055349
7018,805,1,50,9,130023.38,1,1,0,62989.82,0.37033093
3621,711,1,36,9,137688.71,1,1,1,46884.1,0.11136278
4848,635,1,42,1,146766.72,2,0,1,164357.1,0.043817557
2291,598,1,27,8,90721.52,2,1,0,109296.18,0.06264368
2133,688,0,32,6,123157.95,1,1,0,172531.23,0.30338782
550,721,0,36,3,65253.07,2,1,0,28737.78,0.10207693
1740,695,0,42,7,121453.63,1,0,0,46374.64,0.32760164
5289,613,1,19,5,0.0,1,1,1,176903.35,0.12898886
1817,628,0,36,3,91286.51,1,1,0,63085.94,0.29283634
4698,732,1,62,2,0.0,2,1,1,25438.87,0.11284517
5181,661,0,35,5,128415.45,1,1,0,142626.49,0.21242183
3018,588,0,27,8,0.0,1,1,0,20066.38,0.16331929
17,549,0,24,9,0.0,2,1,1,14406.41,0.046085462
1770,725,0,36,4,118520.26,1,0,0,131173.9,0.12195141
1888,429,1,60,7,0.0,2,1,1,163691.48,0.071708426
2152,745,0,55,9,110123.59,1,0,1,51548.14,0.5066157
1642,626,1,62,3,0.0,1,1,1,65010.74,0.33659467
7846,557,0,27,3,87739.08,1,1,1,123096.56,0.067797415
4193,550,1,45,0,0.0,2,0,1,70399.71,0.031736635
9432,458,0,28,2,171932.26,2,1,1,9578.24,0.16213727
8898,850,1,40,6,124788.18,1,1,0,65612.12,0.34397045
533,543,1,35,10,59408.63,1,1,0,76773.53,0.1530031
132,687,1,38,9,122570.87,1,1,1,35608.88,0.12659764
7722,684,1,18,9,90544.0,1,0,1,4777.23,0.047068305
8458,850,0,71,4,0.0,2,1,1,107236.87,0.034207962
964,683,0,43,4,115888.04,1,1,1,117349.19,0.16067483
8719,691,0,44,6,134066.1,2,1,1,197572.41,0.2640364
6412,602,0,53,5,98268.84,1,0,1,45038.29,0.28323662
8285,609,1,25,10,0.0,1,0,1,109895.16,0.34198016
7853,730,0,47,7,0.0,1,1,0,33373.26,0.89040196
1095,692,1,29,4,0.0,1,1,0,76755.99,0.18226215
6929,628,1,39,1,115341.19,1,1,1,107674.3,0.07067152
